Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
65101722,VITAMIN E OIL 96% MINDL-ALPHA TOCOPHERYL,Can,5,5,4522724147,
65101772,NEO HELIOPAN BB (116210),Can,2,2,4522724147,
65101861,SALIGIN PPNIPASOL M,Cartons,5,5,4522724147,
67860508,PMT ACACIA HONEY EXTRACT,Cans,1.5,1.5,4522724147,
65101732,LANETTE E,Cans,60,60,4522724147,
65103070,SELF ADHESIVE TAPE 990MTR,ROL,6,6,4522729594,
67650763,FAL LOTION 100ML CAP,Cartons,79,79,4522729594,
68467576,LABLD BTL GAL LOTION 100ML,Cartons,14.7,14.7,4522729594,
68467576,LABLD BTL GAL LOTION 100ML,Cartons,12.25,12.25,4522729594,
68467576,LABLD BTL GAL LOTION 100ML,Cartons,30.1,30.1,4522729594,
68467576,LABLD BTL GAL LOTION 100ML,Cartons,4.9,4.9,4522729594,
68467596,GLOW&LOVELY LOTION 100ML OUTER,Bundles,2,2,4522729594,
65101860,NIACINAMIDEE(NICOTINAMIDE) BP,Cartons,125,125,4522729594,
65101861,SALIGIN PPNIPASOL M,Cartons,25,25,4522729594,
65101864,PALMESTER 1514ISOPROPYL MYRISTATE,Drums,180,180,4522729594,
65102055,CETYL ALCOHAL,Cans,25,25,4522729594,
65105444,CARBOPOL ULTREZ 10 A,Cartons,20,20,4522729594,
67500324,MASS BALANCE STEARIC ACID,Bags,175,175,4522729594,
67509314,CI 77891(MIN. 94%)+ALUMINUM HYDROXIDE,Bags,100,100,4522729594,
67509316,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOL,Bags,20,20,4522729594,
65101722,VITAMIN E OIL 96% MINDL-ALPHA TOCOPHERYL,Cans,3,3,4522729594,
65101734,STAY-C 50SODIUM ASCORBYL PHOSPHAT,Bags,3,3,4522729594,
65101760,PHENOXY ETHANOL P10PHENOXETOL,Drums,60,60,4522729594,
65101799,DISSOLVINE NA2DI SODIUM EDTA (PURE/AR),Bags,10,10,4522729594,
65101813,PYRIDOXINE HYDROCHLORIDE,Bags,3,3,4522729594,
65101857,PARSOL MCXUVINUL MC 80,Bags,50,50,4522729594,
65101862,XIAMETER PMX-200SILICONE FLUID 350 CS,Drums,50,50,4522729594,
65101866,TRIETHANOLAMINE (97 % AS,Cans,16.004,16.004,4522729594,
65102045,GLYCRINE CP,Drums,100,100,4522729594,
65109596,CUTINA GMS V(GLYCERYLSTEARATE)(ESTO,Bags,125,125,4522729594,
67509313,CITRUS AURANTIUM DULEIS PEEL OIL,Cans,0.1,0.1,4522729594,
67509315,WHITE PETROLATUM USP 160-185 50-60C,Drums,90,90,4522729594,
67509317,CANANGA ODORATA FLOWER OIL 100%,Cans,0.1,0.1,4522729594,
68741629,FRAG CASSANDRA IMP B1 (LILIAL-FREE),Drums,45,45,4522729594,
65101732,LANETTE E,Bags,36,36,4522729594,
65101859,SALIGIN MPNIPAGIN M,Cartons,25,25,4522729594,
65102767,PONDS LOTION 200MLOUTER,Bundles,1.6,1.6,4522744797,
68624415,PONDS BODY LOTION 200ML CAP,Cartons,30,30,4522744797,
68624437,PONDS BODY LOTION 200ML LBLD BTL,Cartons,4.07,4.07,4522744797,
