Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
68187200,WRAPPER LB CARE ARYA 112G BIG CORE,Pallets,509.112,509.112,4520993217,
68187200,WRAPPER LB CARE ARYA 112G BIG CORE,Pallets,94.280,94.280,4520993217,
68528158,LUX SC BAR WHITE108X100G WRAPPER,Pallets,121.151,121.151,4520993217,
68528158,LUX SC BAR WHITE108X100G WRAPPER,Pallets,332.876,332.876,4520993217,
68528158,LUX SC BAR WHITE108X100G WRAPPER,Pallets,28.557,28.557,4520993217,
68528158,LUX SC BAR WHITE108X100G WRAPPER,Pallets,28.557,28.557,4520993217,
68140647,LIFEBOUY STIFFENER 112G,Pallets,280,280,4520993217,
68140645,LUX STIFFENER 110G,Pallets,520,520,4520993217,
67533571,LIFEBUOY 112G OUTER,Bundles,2.520,2.520,4520993217,
68566333,LUX BAR OUTER 108X100G,Bundles,4.6,4.6,4520993217,
