Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
65101756,TALCUM POWDER,Bags,5200,5200,4521139075,
68357151,BRAHMANA LILIAL FREE (SOAP),Cans,2880,2880,4521139075,
68357151,BRAHMANA LILIAL FREE (SOAP),Cans,1440,1440,4521139075,
68604914,COSMENYL CARMINE OC100,Drums,180,180,4521139075,
65105409,FLEXONYL YELW G100-INCL 11680 DISPERSION,Bags,60,60,4521139075,
21111087,SILVER OXIDE SOLUTION A01 0.15%,Cartons,1200,1200,4521139075,
21111023,VP60/VA40 COPOLYMER,Cartons,120,120,4521139075,
65102019,TINOPAL CBS X,Bags,50,50,4521139075,
65102028,TITANIUM DIOXIDE (TIONA,Drums,900,900,4521139075,
21107047,ACTIVESILK ESSENTIAL,Cans,20,20,4521139075,
68561538,FRAG HER MAJESTY TS BL,Drums,900,900,4521139075,
