Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
65101756,TALCUM POWDER,Bags,2500,2500,4520993217,
68357151,BRAHMANA LILIAL FREE (SOAP),Drums,720,720,4520993217,
68604914,COSMENYL CARMINE OC100,Cans,30,30,4520993217,
65105409,FLEXONYL YELW G100-INCL 11680 DISPERSION,Cans,30,30,4520993217,
21111087,SILVER OXIDE SOLUTION A01 0.15%,Drums,200,200,4520993217,
65101728,LAURIC FLAKES 99%,Bags,3000,3000,4520993217,
65102019,TINOPAL CBS X,Cartons,50,50,4520993217,
65102019,TINOPAL CBS X,Cartons,25,25,4520993217,
65102028,TITANIUM DIOXIDE (TIONA,Drums,1425,1425,4520993217,
67734237,FRAG SMILE AND CARE BAR BB 414498 M,Pallets,360,360,4520993217,
21107047,ACTIVESILK ESSENTIAL,Pallets,20,20,4520993217,
68556802,FRAG BEAUTIFULLY SP LF 474652,Bundles,540,540,4520993217,
68660274,WRAPPER LB TOTAL 106G A1,Pallets,938.229,938.229,4520993217,
68140647,LIFEBOUY STIFFENER 112G,Cans,1400,1400,4520993217,
67533571,LIFEBUOY 112G OUTER,Drums,3.6,3.6,4520993217,
67533571,LIFEBUOY 112G OUTER,Cartons,7.28,7.28,4520993217,
65103065,LUX/LIFEBUOY WHITE SELFADHESIVE TAPE,Pallets,30,30,4520993217,
