Material Code,Material Description,Unit,Quantity,Weight,PO Number,IBD Number
65101788,ALCOL LAUREX CS,Bags,100,100,4522262881,
65109596,CUTINA GMS V(GLYCERYLSTEARATE)(ESTO,Bags,27,27,4522262881,
65101732,LANETTE E,Bags,64,64,4522262881,
65101792,MULTIWAX ML 445 H,Drums,8,8,4522262881,
65101789,PARAFFIN WAX,Cans,27,27,4522262881,
68213895,FEATHER BEAUTY 853747,Drums,10,10,4522262881,
65101861,SALIGIN PPNIPASOL M,Bags,5,5,4522262881,
65101827,SODIUM CARBOXYMETHYL CELLULOSE 95% MIN,Bags,15,15,4522262881,
65101722,VITAMIN E OIL 96% MINDL-ALPHA TOCOPHERYL,Cans,5,5,4522262881,
65101765,WHIMOL 15(WHITE OIL),IBC Tanks,3000,3000,4522262881,
65101862,XIAMETER PMX-200SILICONE FLUID 350 CS,Drums,8,8,4522262881,
20267123,ALMOND OIL 659831 (SWEET ALMOND OIL),Cans,2,2,4522262881,
